empriNo,empriCode,name,nameOther,kind,status,statusText,regime,regimeText,district,taluk,hobli,village,lat,lon,latText,lonText,custodian,extentAcres,extentText,extentApprox,extentBasis,surveyNumbers,surveyNoText,year,yearText,rejuvenated,elevationM,maxDepthM,islands,inletDrains,wasteWeirs,sluiceGates,culverts,checkDams,fenceType,surroundingArea,presentStatus,waterUsage,convertedTo,convertedBy,visitDate,researcherVerified,remarks,waterSampled,waterSampleNote,sewageInflowCumecs,vegetationCover,vegetationType,aquaticFlora,fauna,visitingAnimals,encroachmentDirection,encroachedBy,encroachedFor,encroachmentPct,encroachmentKoliwadText,encroachmentKoliwadAcres,dumpingDirection,dumpingType,sewageInflow,pollutant,weeds,otherIssues,pdf,pdfPage,source,tables,coordProblem,fenceTypeText,presentStatusText,waterUsageText,vegetationCoverText,weedsText,vegetationTypeText,aquaticFloraText,faunaText,visitingAnimalsText,convertedByText,encroachedByText,encroachmentDirectionText,dumpingDirectionText,sewageInflowText,surroundingAreaText,convertedToText,encroachedForText,dumpingTypeText,pollutantText,custodianText,atlasCode,atlasName,atlasMiTankRegNo,atlasYearCreated,atlasYearRejuvenated,atlasPreservationAuthority,atlasTotalExtentText,atlasSourceOfWater,atlasUpstream,atlasDownstream,atlasCatchment,atlasRoads,atlasDrinkingWater,atlasWashing,atlasBathing,atlasLivestock,atlasIrrigation,atlasFishing,atlasCultural,atlasRecreation,atlasOtherUses,atlasAmphibians,atlasReptiles,atlasMammals,atlasDirectPollutants,atlasIndirectPollutants,atlasSewageInflowCumecs,atlasEncroachment,atlasSoilExcavation,atlasStrategies,atlasPage
1338,BUBSUHgbl_kr2-1335,Gubbalal kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Gubbalalu,12.880667,77.539639,12°52ʹ50.4ʺ,77°32ʹ22.7ʺ,KFD,8.25,8.10,False,,25,25,1869,1869,,878.0,3.0,0,1,0,0,0,0,mesh,"Layout, coconut plantation & apartment",polluted,none,,,2016-01-23,False,Old Village Map Survey No.22,True,,,partial,growing on bank,emergent;submerged,birds,none,SW;E,BDA,Layout & coconut plantation,5,0.05- Sy no 25,0.125,SE,Garbage waste,E,Sewage,partial,No,vol2_south,27,empri-2018,main;waterQuality;issues;atlas,,Mesh,Polluted,No,Partial,Partial,Growing on Bank,E & submerged,Birds,No,,BDA,SW & E,SE,East,"Layout, coconut plant. & apartment",,layout & coconut plant.,Garbage waste,Sewage,KFD,BUBSUHgbl_kr2-1335,Gubbalal Kere,,≈ 1869,,BBMP,8.10,Rain & drain,,,Urban,2,,,,,,,,,,,,,Dumping of garbage wastes,Sewage,No flow through Storm water drain,Layout & coconut plantation (5%),,Encroachment: Survey by the consent Authority & evict the encroachment;Dumping of Garbage wastes.: Fence the lake and create awareness;Soil Excavation: F e n ce the lake and prohibit the activity .,224
1339,BUBSUHgbl_kr3-1336,Dasanakatte-2,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Gubbalalu,12.886222,77.537111,12°53ʹ10.4ʺ,77°32ʹ13.6ʺ,KFD,4.275,4.11 (SSLR,False,SSLR,43,Sy no -43,1869,1869,,866.0,,,,,,,,,,,,Sapota plantation,private,2016-01-23,False,Old Village Map Survey No.38,False,,,,,,,,,,,,"In Sy no 43, 4.11",,,,,,,,vol2_south,27,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Private,,,,,,Sapota plantation,,,,KFD,BUBSUHgbl_kr3-1336,Gubbalalu Dasana Katte-2,,≈ 1869,,BBMP,4.11,,,,,,,,,,,,,,,,,,,,,,,,226
1340,BUBSUHgbl_ku4-1337,Gubbalal Kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Gubbalalu,12.888556,77.538583,"12° 53' 18.8""","77° 32' 18.9""",BBMP,0.75,0.30 (SSLR,False,SSLR,56,In Sy no 56,1869,1869,,864.0,,,,,,,,,"Buildings, layout & coconut plantation",,,Building,Jayanagar Housing Society,2016-12-24,False,Old Village Map Survey No.44,False,,,,,,,,,,,,,,,,,,,,vol2_south,27,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Jayanagar Housing Society,,,,,"Buildings, Layout & Coconut Plant.",Building,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,BUBSUHhsh_ku1-1338,Hosahalli kunte,,kunte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Hosahalli,12.873472,77.528167,"12° 52' 24.5""","77° 31' 41.4""",BBMP,0.3,0.12,False,,14;15;17,"In Sy no 14, 15 & 17",1903,1903,,893.0,0.5,0,0,0,0,0,0,none,"Buildings, vacant land",dry,none,,,2016-08-23,False,,False,Dry,,partial,growing on bank,none,none,sheep,S,public,House,0.01,No,,none,none,none,none,complete,No,vol2_south,27,empri-2018,main;waterQuality;issues,,No,Dry,No,Partially,Complete,Gr. on bank,No,No,Sheep,,Public,South,No,No,"Buildings, Vacant land",,House,No,No,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,BUBSUHhkr_kr1-1339,Hosakerehalli Kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Hosakerehalli,12.928111,77.533333,12°55ʹ41.2ʺ,77°32ʹ00.0ʺ,BDA,59.65,59.26,False,,15,15,1903,1903,,834.0,4.0,0,2,1,0,1,0,mesh;wall,"Settlement, plantation, layout, temple & hill",polluted,fishing;cattle feeding;washing,,,2016-01-22,False,,False,Dry,,complete,growing on bank,submerged;rooted floating,birds,cattle,NW;SE,NICE;private,"Road, factory, houses",3,7.01,7.025,N;E,Garbage & construction debris,NE;SE,Sewage,complete,RTC_5.39 a-g is leased to NICE by KIADB,vol2_south,27,empri-2018,main;waterQuality;issues;atlas,,Mesh & Wall,Polluted,"F, Cf & Wash.",Complete,Complete,Gr. on Bank,S & R.Flo.,Birds,Cattle,,NICE & Private,"NW,SE","N,E",NE & SE,"S, Pl., L, Temple & Hill",,"Road, Factory, Houses",Garbage & CD,Sewage,BDA,BUBSUHhkr_kr1-1339,Hosakerehalli Kere,,≈ 1903,,BDA,59.26,Rain & drain fed,,Kengeri Kere,Urban,3,,,,,Yes,,,,,,,Cattle,Dumping of garbage wastes construction debris,Sewage,No flow through Storm water drain,"Road, factory & houses (3%)",,Encroachment: Survey by the consent Authority & evict the encroachment;Dumping of wastes: Fence the lake and create awareness,228
1343,BUBSUHitm_ku1-1340,Ittamadu Kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Ittamadu,12.925583,77.545556,"12° 55' 32.1""","77° 32' 44.0""",BBMP,0.1,0.04 (SSLR,False,SSLR,10,In Sy no 10,1903,1903,,895.0,,,,,,,,,"Urban, sterlingapartmants",,,Sterling apartment,developers,2016-08-25,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Developers,,,,,"Urban, Sterlingapartmants",Sterling Apartment,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,BUBSUHitm_kr2-1341,Ittamadu kere,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Ittamadu,12.919667,77.547139,12°55ʹ10.8ʺ,77°32ʹ49.7ʺ,KFD,10.575,10.23,False,,17 (Ittamadu);83 (Chikkakallasandra),17 (Ittamadu) & 83 (Chikkakallasandra),1903,1903,,873.0,,,,,,,,,Settlement & vacant land,,,Vacant land & settlement,private,2016-02-04,True,"Mr. Vinaya Kumar, IFS (3.11.16)",False,,,,,,,,,,,,2.26 1/4,2.6562,,,,,,,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Private,,,,,S & Vacant land,Vacant land & Settlement,,,,Forest,BUBSUHitm_kr2-1341,Ittamadu Kere,,≈ 1903,,KFD,10.23,,,,,,,,,,,,,,,,,,,,,,,,230
1345,BUBSUHjrg_gk1-1342,Jaraganahalli kere,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Jaraganahalli,12.904417,77.569361,12°54ʹ15.9ʺ,77°34ʹ09.7ʺ,BBMP,2.625,2.25 (SSLR,False,SSLR,35,35,1904,1904,,910.0,,,,,,,,,,,,Settlement & vacant land,private,2016-02-04,False,,False,,,,,,,,,,,,2.25,2.625,,,,,,RTC is in individuals name,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private,,,,,,Settlement & Vacant land,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,BUBSUHkdr_kr1-1343,Goudanakere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Kadirenahalli,12.907667,77.5555,12°54ʹ27.6ʺ,77°33ʹ19.8ʺ,BDA,9.75,9.30 (SSLR,False,SSLR,33 (Kadirenahalli);10 (Vasanthapura),33 (Kadirenahalli) & 10 (Vasanthapura),1926,1926,,882.0,3.0,0,2,0,0,0,0,wall,"Urban, settlement, temple",polluted,fishing;cattle feeding,,,2016-01-22,True,"Mr. Vinaya Kumar, IFS (3.11.16)",False,Dry,,complete,growing on bank,emergent;rooted floating,birds;butterflies;dragonflies,cattle,N;NE;SW;W,private,Houses,20,3.00,3.0,E;W,"Garbage, poultry & plastic wastes",NE,Sewage,complete,No,vol2_south,28,empri-2018,main;waterQuality;issues;atlas,,Wall,Polluted,Fisheries & Cf,Complete,Complete,Growing on Bank,E & R.Flo.,"B, Bf & Dr.fly",Cattle,,Private,"N,NE,SW,W",E & W,NE,"urban,settlement,temple",,Houses,"Garbage, Poultry & plastic wastes",Sewage,BDA,BUBSUHkdr_kr1-1343,Goudana Kere,,≈ 1926,,BDA,9.30,Rain & drain fed,,Dorekere,Urban,3,,,,,,Yes,,,Cattle feeing,,,Cattle,"Dumping of garbage, poultry & plastic wastes",Sewage,No flow through Storm water drain,Houses (20%),,Encroachment: Survey by the consent Authority & evict the encroachment;Dumping of wastes: Fence the lake and create awareness,232
1347,BUBSUHkrs_ku1-1344,Karisandra kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Karisandra (Kare Sandra),12.920861,77.569389,12°55ʹ15.1ʺ,77°34ʹ09.8ʺ,BBMP,0.1,0.04,False,,19,In Sy no 19,1903,1903,,910.0,,,,,,,,,"Petrol bunk, conventionhall, jainatowers & tvstyres",,,"Jaina tower, tvs tyre & road",private;government,2017-01-10,True,,False,,,,,,,,,,,,,,,,,,,,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private & Government,,,,,"Petrol bunk, Conventionhall, Jainatowers & TVStyres","Jaina tower, Tvs tyre & Road",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,BUBSUHkrs_gk2-1345,Karisandra Katte,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Karisandra (Kare Sandra),12.918194,77.570806,"12° 55' 05.5""","77° 34' 14.9""",BBMP,2.575,2.23,False,,22;7,In Sy no 22 & 7,1903,1903,,925.0,,,,,,,,,"Graveyard, mosque, BMTC depot, houses",,,Houses & mosque,public,2016-08-25,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,"Graveyard, Mosque, BMTC Depo, Houses",Houses & Mosque,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,BUBSUHktg_kr1-1346,Channamana kere,Kunneru katte,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Kathiriguppe,12.920361,77.559194,12°55ʹ13.3ʺ,77°33ʹ33.1ʺ,BBMP,9.175,9.07 (SSLR,False,SSLR,67 (Kathriguppe);55 (Kadirenahalli),67 (Kathriguppe) & 55 (Kadirenahalli),1904,1904,,888.0,,,,,,,,,"Settlement, park & petrol bunk",,,"Government training college, samudhaya bhavan, bank & houses",government;private,2016-02-04,True,"Mr. Vinaya Kumar, IFS (3.11.16)",False,,,,,,,,,,,,33.01,33.025,,,,,,RTC for sy no 16 is in BDA,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Government & Private,,,,,"S, Park & Petrol bunk","Govt. Training college, Samudhaya Bhavan, Bank & Houses",,,,BBMP,BUBSUHktg_kr1-1346,Channamana Kere,,≈ 1904,,BBMP,9.07,,,,,,,,,,,,,,,,,,,,,,,,234
1350,BUBSUHkbt_kr1-1347,Kembathahali kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Kembathanahalli,12.857556,77.577083,12°51ʹ27.2ʺ,77°34ʹ37.5ʺ,BBMP,6.525,6.21 (SSLR,False,SSLR,3 (Kembathahalli);32 (Kothanuru),3 (Kembathahalli) & In Sy no 32 (Kothanuru),1956,1956,,953.0,2.0,0,1,0,0,0,0,,"Temple, coconut plantation, government school & apartment",polluted,cattle feeding,,,2016-02-06,False,,False,Dry,,partial,growing on bank,emergent;rooted floating,birds,cattle,S;NE,public,"Temple, road",2,0.25 1/4,0.6312,SW,Garbage & construction debris,SW,Sewage,partial,No,vol2_south,28,empri-2018,main;waterQuality;issues;atlas,,,Polluted,Cattle feeding,Partially,Partial,Gr. on Bank,E & R.Flo.,Birds,Cattle,,public,South & NE,SW,SW,"Temple, Coconut plant., Govt. School & Apartment",,"Temple, Road",Garbage & CD,Sewage,BBMP,BUBSUHkbt_kr1-1347,Kembathahali Kere,,1956,,,6.21,Rain & drain fed,,,Urban,2,,,,,,,,,Cattle feeding / grazing,,,Cattle,Dumping of garbage wastes construction debris,Sewage,,Road & temple (2%),,Encroachment: Survey by the concerned Authority & evict the encroachment;Dumping of wastes: Fence the lake and create awareness,236
1351,BUBSUHkbt_gk2-1348,Kembathahali Kunte,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Kembathanahalli,12.857778,77.575111,"12° 51' 28.0""","77° 34' 30.4""",BBMP,1.9,1.36,False,,99,99,1956,1956,,922.0,,,,,,,,,"Buildings, layout & coconut plantation",,,Lal bahadur shastri layout,BDA,2016-12-24,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,BDA,,,,,"Build., Layout & Coconut Plant.",Lal Bahadur Shastri layout,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,BUBSUHknk_kr1-1349,Konanakunte kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Konanakunte,12.891028,77.569139,12°53ʹ27.7ʺ,77°34ʹ08.9ʺ,BBMP,9.45,9.18,False,,2,2,1904,1904,,911.0,1.5,0,1,0,0,0,0,mesh,"Settlement, school, vacant land & factory",dry,cattle feeding,,,2016-01-19,False,,True,,,partial,growing on bank,submerged;rooted floating,birds,cattle,E;S;NW,government;private,"Road, factory, graveyard & temple",4,2.12 1/4,2.3062,E;S,Garbage & construction debris,none,none,complete,No,vol2_south,28,empri-2018,main;waterQuality;issues;atlas,,Mesh,Dry,Cattle feeding,Partially,Complete,Growing on Bank,S & R.Flo.,Birds,Cattle,,Govt. & Private,"E, S & NW",E & S,No,"S, School, Vl. & Factory",,"Road, Factory, Graveyard & Temple",Garbage & CD,No,BBMP,BUBSUHknk_kr1-1349,Konanakunte Kere,,≈ 1904,,BBMP,9.18,Rain & drain fed,,Doddakalasandara Kere,Urban,3,,,,,Yes,,,,Cattle feeding / grazing,,,Cattle,Dumping of garbage wastes construction debris,,,"Road, factory, graveyard & temple (4%)",,Encroachment: Survey by the concerned Authority & evict the encroachment;Dumping of wastes: Fence the lake and create awareness,238
1353,BUBSUHknk_ku2-1350,Konanakunte Kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Konanakunte,12.888667,77.562861,"12° 53' 19.2""","77° 33' 46.3""",BBMP,0.425,0.17,False,,40,In Sy no 40,1904,1904,,950.0,,,,,,,,,"Silver oak plantation, apartments",,,Silver oak plantation,public,2016-08-25,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,"Silver oak Plant., Apartments",Silver Oak Plantation,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,BUBSUHkot_kr1-1351,Krishna Nagar kere,Kothanaru Kere,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Kottunur,12.874,77.578778,12°52ʹ26.4ʺ,77°34ʹ43.6ʺ,BBMP,18.225,18.09,False,,54,54,1903,1903,,939.0,3.0,0,1,1,0,1,0,mesh,"Settlement, vacant land & apartment",clean;polluted,cattle feeding;fishing;washing,,,2016-01-20,False,,True,,,partial,growing on bank,emergent;submerged,birds,cattle,E;NW,government;private,Buildings & road,1.5,0.27,0.675,NW,Garbage waste,SE,Sewage,partial,No,vol2_south,28,empri-2018,main;waterQuality;issues;atlas,,Mesh,Clean &Polluted water,"Cf, F & Washing",Partially,Partial,Growing on Bank,E & S,Birds,Cattle,,Govt. & Private,E & NW,NW,SE,"S, Vl. & Apartment",,Buildings & Road,Garbage waste,Sewage,BBMP,BUBSUHkot_kr1-1351,Krishna Nagar Kere,,≈ 1903,2015-16,BBMP,18.09,Rain & drain fed,,,Urban,2,,Yes,,,,Yes,,,Cattle feeding,,,Cattle,Dumping of garbage wastes,Sewage,No flow through Storm water drain,Road & buildings (1.5%),,Dumping of wastes: Fence the lake and create awareness;Encroachment: Survey by the consent Authority & evict the encroachment,240
1355,BUBSUHkot_ku2-1352,Kothanaru Kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Kottunur,12.874806,77.574917,"12° 52' 29.3""","77° 34' 29.7""",BBMP,0.125,0.05,False,,172,In Sy no 172,1903,1903,,924.0,,,,,,,,,"Buildings, layout, vacant land",,,Layout,developers,2016-12-24,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Developers,,,,,"Buildings, Layout, Vacant land",Layout,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,BUBSUHmls_ku1-1353,Mallasandra kunte1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Mallasandra,12.864583,77.546778,"12° 51' 52.5""","77° 32' 48.4""",BBMP,0.75,0.30 (SSLR,False,SSLR,12,In Sy no 12,1903,1903,,864.0,,,,,,,,,"Layout, vacant land, agriculture",,,Agriculture land,farmers,2016-08-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmer,,,,,"Layout, Vacant land, Agriculture",Agriculture Land,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,BUBSUHmls_ku2-1354,Mallasandra kunte2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Mallasandra,12.856389,77.539833,"12° 51' 23.0""","77° 32' 23.4""",BDA,0.625,0.25 (SSLR,False,SSLR,22,In Sy no 22,1903,1903,,865.0,,,,,,,,,"Vacant land, sheds, construcation apartment",,,Vacant land,unknown,2016-12-24,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"Vacant land, Sheds, Construcation Apartment",Vacant land,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,BUBSUHmls_kr3-1355,Jogi kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Mallasandra,12.862694,77.538778,12°51ʹ45.7ʺ,77°32ʹ19.6ʺ,BBMP,3.05,3.02,False,,30,30,1903,1903,,876.0,1.5,0,1,0,0,0,0,mesh,"Apartment, vacant land & park",polluted,cattle feeding;fishing,,,2016-01-23,False,,True,,,complete,growing on bank,emergent;rooted floating,birds;butterflies;dragonflies,cattle;goat,E;SW,government;private,Road & layout,2,0.06 1/4,0.1562,none,none,E,Sewage,complete,No,vol2_south,29,empri-2018,main;waterQuality;issues;atlas,,Mesh,Polluted,Cf & Fishery,Complete,Complete,Growing on Bank,E & R.Flo.,"B, Bf & Dr.fly",Cattle & Goat,,Govt. & Private,E & SW,No,E,"Apartment, Vl. & Park",,Road & Layout,No,Sewage,BBMP,BUBSUHmls_kr3-1355,Jogi Kere,,≈ 1903,,BBMP,3.02,Rainfall,,,Urban,1,,,,,,Yes,,,Cattle feeding /grazing,,,Cattle,Dumping of garbage wastes,,,Layout & road 1%,,Dumping of wastes: Fence the lake and create awareness;Encroachment: Survey by the consent Authority & evict the encroachment,242
1359,BUBSUHmrn_kr1-1356,Marenahalli Kere,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Marenahalli,12.917056,77.588972,12°55ʹ01.4ʺ,77°35ʹ20.3ʺ,BBMP,21.55,21.22,False,,40,40,1903,1903,,922.0,,,,,,,,,"Park, bus stop & settlement",,,"Park, BMTC bus stop & buildings",government;private,2016-02-04,False,,False,,,,,,,,,,,,21.22,21.55,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Govt. & Priv.,,,,,"Park, Bus stop & S","Park, BMTC bus stop & Build.",,,,BBMP,BUBSUHmrn_kr1-1356,Marenahalli Kere,,≈ 1903,,BBMP,21.22,,,,,,,,,,,,,,,,,,,,,,,,244
1360,BUBSUHplg_ku1-1357,Pillaganahalli kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Pilaganahalli,12.852806,77.584778,"12° 51' 10.1""","77° 35' 05.2""",BBMP,0.55,0.22,False,,4,In Sy no 4,1903,1903,,929.0,,,,,,,,,"Buildings, sheds, vacant land",,,"Vacant land, houses & road",public;government,2016-08-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Publ. & Govt.,,,,,"Buildings, Sheds, Vacant land","Vacant land, Houses & Road",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,BUBSUHput_kr1-1358,Puttenahalli Kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru South,Uttarahalli,Puttenahalli,12.8915,77.585944,12°53ʹ29.4ʺ,77°35ʹ09.4ʺ,BBMP,13.625,13.25,False,,42,42,1904,1904,,911.0,3.0,1,5,1,0,0,0,mesh,"Agriculture, settlement & plantation",clean,park maintenance,,,2016-01-20,True,"Mr. Vinaya Kumar, IFS (3.11.16)",True,,,partial,growing on bank,emergent;submerged;rooted floating,birds,none,E;SE,government;private,Road & houses,4,3.19,3.475,SE,Garbage & construction debris,SE,Sewage,partial,No,vol2_south,29,empri-2018,main;waterQuality;issues;atlas,,Mesh,Clean water,Park Maintenance,Partially,Partial,Growing on Bank,"E, S & R.Flo.",Birds,No,,Govt. & Private,E & SE,SE,SE,"A, S & Plantation",,Road & houses,Garbage & CD,Sewage,BBMP,BUBSUHput_kr1-1358,Puttenahalli Kere,,≈ 1904,2014-15,BBMP,13.25,Rain & drain fed,,Sarrki Kere,Urban,3,,,,,,Yes,,,Park maintenance,,,,Dumping of garbage wastes & construction debris,,,House & road (4%),,Encroachment: Survey by the consent Authority & evict the encroachment;Dumping of wastes: Fence the lake and create awareness,246
1362,BUBSUHrgp_ku1-1359,Raghuvanapalya kunte,Govt. Karabu katte,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Ragavanapalya,12.866056,77.572611,"12° 51' 57.8""","77° 34' 21.4""",BBMP,0.55,0.22,False,,27,27,1957,1957,,912.0,,,,,,,,,"Buildings, coconut plantation & park",,,"Layout, park",R.S. Developers,2016-08-23,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,R.S. Developers,,,,,"Buildings, Coconut plant. & Park","Layout, Park",,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,BUBSUHsrk_gk1-1360,Sarakki kunte1,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Sarakki,12.908361,77.581472,"12° 54' 30.1""","77° 34' 53.3""",BBMP,1.75,1.30,False,,16,In Sy no 16,1904,1904,,938.0,,,,,,,,,"KEB office, BBMP ground, buildings",,,Park & road,government,2016-08-25,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Government,,,,,"KEB Office, BBMP Ground, Buildings",Park & Road,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,BUBSUHsrk_ku2-1361,Sarakki kunte2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Sarakki,12.906361,77.586083,"12° 54' 22.9""","77° 35' 09.9""",BBMP,0.4,0.16,False,,9,In Sy no 9,1904,1904,,,,,,,,,,,OR road & buildings,,,Building & road,public;government,2016-08-25,False,,False,,,,,,,,,,,,,,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Publ. & Govt.,,,,,OR road & Buildings,Building & Road,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,BUBSUHsrk_ku3-1362,Sarakki kunte3,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru South,Uttarahalli,Sarakki,12.909667,77.575611,12°54ʹ34.8ʺ,77°34ʹ32.2ʺ,BBMP,0.075,0.03,False,,52,In Sy no 52,1904,1904,,914.0,,,,,,,,,Buildings & factory,,,Sarathi incense sticks manuf. and exporters,Sarathi Internat. Inc,2017-01-10,True,,False,,,,,,,,,,,,,,,,,,,,vol2_south,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Sarathi Internat. Inc,,,,,Buildings & factory,Sarathi Incense Sticks Manuf. and Exporters,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
